Date,Stock,Quater,"Revenue(RM,000)","Net_Profit(RM,000)",Earning_Per_Share (Cent),Dividend
29-Apr-19,AMTEL,1st Quarter Report,"13,639",730,1.35,0
29-Apr-19,ESCERAM,3rd Quarter Report,"8,326",-583,-0.28,0
29-Apr-19,AXREIT,1st Quarter Report,"53,769","26,594",2.15,2.35
29-Apr-19,SWSCAP,2nd Quarter Report,"29,015","-2,283",-1.25,0
29-Apr-19,HOMERIZ,2nd Quarter Report,"40,383","5,521",1.84,0
29-Apr-19,POLY,4th Quarter Report,"16,945","-1,273",-0.8,0
29-Apr-19,BURSA,1st Quarter Report,"126,528","46,855",5.8,0
29-Apr-19,LCTITAN,1st Quarter Report,"2,170,003","55,831",2.46,0
29-Apr-19,PBBANK,1st Quarter Report,"5,567,949","1,410,093",36.32,0
26-Apr-19,AJIYA,1st Quarter Report,"81,201","1,045",0.35,0
26-Apr-19,PAOS,3rd Quarter Report,"77,238",36,0.02,0.8
26-Apr-19,NYLEX,3rd Quarter Report,"325,305","-6,753",-3.66,1
26-Apr-19,ANCOM,3rd Quarter Report,"433,730","-3,867",-1.84,0
26-Apr-19,ANCOMLB,3rd Quarter Report,"7,258",-149,-0.03,0
26-Apr-19,CEPCO,2nd Quarter Report,"24,593","-1,688",-2.24,0
26-Apr-19,MAXIS,1st Quarter Report,"2,232,000","409,000",5.2,5
26-Apr-19,DYNACIA,Other,"14,703","-2,053",-0.73,0
26-Apr-19,MHB,1st Quarter Report,"203,110","-29,365",-1.84,0
26-Apr-19,WPRTS,1st Quarter Report,"415,187","139,904",4.1,0
25-Apr-19,CARING,3rd Quarter Report,"143,363","5,673",2.61,0
25-Apr-19,ATLAN,4th Quarter Report,"219,033","5,776",2.28,0
25-Apr-19,EUPE,4th Quarter Report,"91,610","13,800",10.78,0
25-Apr-19,TAKAFUL,1st Quarter Report,"918,159","96,443",11.7,0
25-Apr-19,AEONCR,4th Quarter Report,"359,536","87,613",33.04,22.35
25-Apr-19,PENSONI,3rd Quarter Report,"70,329",-968,-0.75,0
25-Apr-19,PAVREIT,1st Quarter Report,"150,922","69,231",2.28,0
25-Apr-19,DLADY,1st Quarter Report,"264,986","33,897",53,0
25-Apr-19,MELATI,2nd Quarter Report,"63,646",312,0.26,0
25-Apr-19,VITROX,1st Quarter Report,"88,956","23,616",5.02,4
25-Apr-19,CVIEW,1st Quarter Report,"54,768","8,114",8.11,0
25-Apr-19,UNISEM,1st Quarter Report,"303,130","6,062",0.83,0
24-Apr-19,WZSATU,2nd Quarter Report,"86,054","-17,053",-3.67,0
24-Apr-19,PANTECH,4th Quarter Report,"142,613","11,467",1.55,1
24-Apr-19,IGBREIT,1st Quarter Report,"141,232","82,877",2.34,2.4
24-Apr-19,VIZIONE,3rd Quarter Report,"164,961","17,763",3.26,0
24-Apr-19,GADANG,3rd Quarter Report,"205,325","13,302",2.01,0
24-Apr-19,BSLCORP,2nd Quarter Report,"35,277",-805,-0.83,0
24-Apr-19,FIBON,3rd Quarter Report,"3,504",-172,-0.18,0
24-Apr-19,TEXCHEM,1st Quarter Report,"285,840","2,424",1.99,0
24-Apr-19,RVIEW,1st Quarter Report,"6,289",379,0.58,0
24-Apr-19,ECOFIRS,3rd Quarter Report,"57,491","6,713",0.84,0
23-Apr-19,CMMT,1st Quarter Report,"87,905","32,480",1.59,0
23-Apr-19,EUROSP,3rd Quarter Report,"10,890",27,0.06,0
23-Apr-19,CCB,1st Quarter Report,"293,187","-4,363",-4.33,0
23-Apr-19,NESTLE,1st Quarter Report,"1,452,713","235,216",100.31,0
23-Apr-19,UTDPLT,1st Quarter Report,"322,264","66,923",32.21,0
23-Apr-19,TMCLIFE,2nd Quarter Report,"45,160","6,206",0.36,0
23-Apr-19,FRONTKN,1st Quarter Report,"83,830","15,404",1.47,0
22-Apr-19,ICAP,3rd Quarter Report,"3,389",607,0.43,0
22-Apr-19,SCH,2nd Quarter Report,"22,602",737,0.13,0
22-Apr-19,BRIGHT,2nd Quarter Report,"18,889",-244,-0.12,0
22-Apr-19,DIGI,1st Quarter Report,"1,508,507","341,502",4.39,4.3
19-Apr-19,NWP,2nd Quarter Report,"1,811","-1,215",-0.31,0
19-Apr-19,AMFIRST,4th Quarter Report,"29,266","1,253",0.18,2.13
18-Apr-19,KIPREIT,3rd Quarter Report,"15,643","7,366",1.46,0
18-Apr-19,TWRREIT,Other,"6,496","4,951",1.77,0
17-Apr-19,GUOCO,3rd Quarter Report,"95,158","-6,961",-1.04,0
17-Apr-19,ZHULIAN,1st Quarter Report,"39,454","10,791",2.35,2
16-Apr-19,TAS,3rd Quarter Report,"8,732","-1,247",-0.71,0
15-Apr-19,LPI,1st Quarter Report,"392,702","77,158",19.37,0
8-Apr-19,COMCORP,4th Quarter Report,995,"-16,892",-12.07,0
29-Mar-19,APFT,4th Quarter Report,500,"40,678",0.06,0
29-Mar-19,NTPM,3rd Quarter Report,"195,530","3,622",0.3,0.8
29-Mar-19,LKL,3rd Quarter Report,"11,086",112,0.03,0
29-Mar-19,TRIVE,2nd Quarter Report,"1,395",-872,-0.04,0
29-Mar-19,INIX,2nd Quarter Report,"1,302",4,0,0
29-Mar-19,TALAMT,4th Quarter Report,"30,463","-9,855",-0.23,0
29-Mar-19,JOHAN,4th Quarter Report,"28,567","-2,263",-0.36,0
29-Mar-19,KYM,4th Quarter Report,"26,420","5,398",3.6,0
29-Mar-19,ASTINO,2nd Quarter Report,"149,979","6,381",2.34,0
29-Mar-19,CYPARK,1st Quarter Report,"88,439","13,008",3.5,0
29-Mar-19,QUALITY,4th Quarter Report,"28,218","-6,507",-11.23,0
29-Mar-19,SCBUILD,4th Quarter Report,"7,661","3,111",0.35,0
28-Mar-19,APOLLO,3rd Quarter Report,"51,441","4,541",5.68,0
28-Mar-19,BJCORP,3rd Quarter Report,"2,010,806","-62,897",-1.09,0
28-Mar-19,LBALUM,3rd Quarter Report,"140,900","4,032",1.62,0
28-Mar-19,GREENYB,2nd Quarter Report,"9,533",196,0.06,0
28-Mar-19,JKGLAND,4th Quarter Report,"15,525","1,593",0.07,0.1
28-Mar-19,SYF,2nd Quarter Report,"55,045","-5,208",-0.84,0
28-Mar-19,ECOWLD,1st Quarter Report,"491,230","30,317",1.03,0
28-Mar-19,EWINT,1st Quarter Report,0,"22,758",0.95,0
28-Mar-19,KEINHIN,3rd Quarter Report,"56,946",609,0.56,0
28-Mar-19,CYL,4th Quarter Report,"14,289",746,0.75,0
28-Mar-19,MBG,4th Quarter Report,"10,247",595,0.98,0
27-Mar-19,GAMUDA,2nd Quarter Report,"1,125,128","173,140",7.02,0
27-Mar-19,YINSON,4th Quarter Report,"287,601","60,700",5.54,2
27-Mar-19,VIS,1st Quarter Report,"2,644",-447,-0.26,1
27-Mar-19,HIAPTEK,2nd Quarter Report,"251,703","-5,400",-0.4,0
27-Mar-19,XIANLNG,4th Quarter Report,"3,256",-495,-0.62,0
27-Mar-19,ANZO,2nd Quarter Report,"1,403",-982,-0.11,0
27-Mar-19,SMTRACK,2nd Quarter Report,424,53,0.04,0
27-Mar-19,ARANK,2nd Quarter Report,"124,243","2,901",1.72,0
26-Mar-19,KOMARK,3rd Quarter Report,"12,634","-1,344",-0.87,0
26-Mar-19,KOMARK,3rd Quarter Report,"12,634","-1,344",-0.87,0
26-Mar-19,ASTRO,4th Quarter Report,"1,367,801","118,398",2.27,1.5
26-Mar-19,CRESNDO,4th Quarter Report,"76,824","11,182",4,3
26-Mar-19,COMFORT,4th Quarter Report,"130,550","9,386",1.67,0
26-Mar-19,WONG,1st Quarter Report,"12,761",458,0.48,0
26-Mar-19,TECGUAN,4th Quarter Report,"98,526","5,097",12.71,0
26-Mar-19,HIGHTEC,1st Quarter Report,"5,113",526,1.44,2
26-Mar-19,SCGM,3rd Quarter Report,"55,637",-694,-0.36,0.25
26-Mar-19,PRLEXUS,2nd Quarter Report,"92,616",488,0.28,0.5
26-Mar-19,KMLOONG,4th Quarter Report,"198,519","3,148",0.34,3
26-Mar-19,VS,2nd Quarter Report,"982,647","37,943",2.11,1
25-Mar-19,SAPRES,4th Quarter Report,"13,078","-1,863",-1.33,0
25-Mar-19,HAIO,3rd Quarter Report,"86,156","12,790",4.4,0
25-Mar-19,SAUDEE,2nd Quarter Report,"20,837",360,0.27,0
25-Mar-19,GKENT,4th Quarter Report,"114,503","18,249",3.3,3.5
25-Mar-19,SAPNRG,4th Quarter Report,"1,485,071","500,426",-35.43,0.5
22-Mar-19,MYNEWS,1st Quarter Report,"123,499","8,238",1.21,0
22-Mar-19,NEXGRAM,2nd Quarter Report,"15,001","-5,080",0.01,0
22-Mar-19,MCEHLDG,2nd Quarter Report,"18,312",-380,-0.86,0
22-Mar-19,TDEX,Other,"18,329","-1,498",-0.25,0
22-Mar-19,SUBUR,2nd Quarter Report,"73,750","-8,679",-4.61,0
22-Mar-19,SUPERLN,3rd Quarter Report,"25,526","1,546",0.97,1.15
22-Mar-19,TOPGLOV,2nd Quarter Report,"1,159,965","105,792",4.14,0
21-Mar-19,UMCCA,3rd Quarter Report,"53,479","2,357",1.12,0
21-Mar-19,SOLID,3rd Quarter Report,"42,163",281,0.05,0
21-Mar-19,ANALABS,3rd Quarter Report,"33,115","1,139",1.06,0
21-Mar-19,SAPIND,4th Quarter Report,"66,030","2,659",3.65,0
20-Mar-19,BJLAND,3rd Quarter Report,"1,471,199","-13,754",-0.28,0
20-Mar-19,DPIH,3rd Quarter Report,"10,140",555,0.14,0
19-Mar-19,JAYCORP,2nd Quarter Report,"83,133","4,951",3.67,3
19-Mar-19,REDTONE,3rd Quarter Report,"45,408","5,373",0.7,0
19-Mar-19,ASDION,3rd Quarter Report,"3,351",-430,-0.37,0
19-Mar-19,GLOMAC,3rd Quarter Report,"79,032","1,432",0.18,0
19-Mar-19,SAMCHEM,4th Quarter Report,"273,156","4,512",1.66,1
19-Mar-19,SCIENTX,2nd Quarter Report,"766,585","73,745",15.08,0
18-Mar-19,BJTOTO,3rd Quarter Report,"1,361,567","59,071",4.39,3.5
18-Mar-19,MAGNI,3rd Quarter Report,"308,996","35,624",21.89,8
15-Mar-19,SPB,1st Quarter Report,"48,038","23,035",6.7,0
15-Mar-19,CHOOBEE,4th Quarter Report,"118,110","2,328",1.78,0
15-Mar-19,POHUAT,1st Quarter Report,"197,058","15,263",6.94,0
14-Mar-19,BJFOOD,3rd Quarter Report,"180,539","8,984",2.48,1
14-Mar-19,POHKONG,2nd Quarter Report,"273,913","6,753",1.65,0
13-Mar-19,BAUTO,3rd Quarter Report,"778,130","81,013",6.99,4.5
12-Mar-19,BJMEDIA,3rd Quarter Report,"6,943","-7,963",-3.39,0
12-Mar-19,KESM,2nd Quarter Report,"81,105",474,1.1,0
11-Mar-19,SEACERA,4th Quarter Report,"6,885","-18,065",-4.68,0
7-Mar-19,SUMATEC,4th Quarter Report,0,-826,-0.02,0
5-Mar-19,DESTINI,4th Quarter Report,"102,770","1,563",0.14,0
5-Mar-19,MUHIBAH,4th Quarter Report,"451,871","37,882",7.87,7.5
5-Mar-19,UOADEV,4th Quarter Report,"486,352","136,447",7.4,14
4-Mar-19,T7GLOBAL,4th Quarter Report,"44,874","3,374",1.16,0
1-Mar-19,PPB,4th Quarter Report,"1,164,213","221,340",15.56,20
1-Mar-19,MBSB,4th Quarter Report,"750,352","117,955",1.88,0
1-Mar-19,SANICHI,4th Quarter Report,"4,144","-10,635",-2.76,0
1-Mar-19,KPOWER,2nd Quarter Report,847,"-1,128",-3.89,0
1-Mar-19,SCOMNET,4th Quarter Report,"27,206","2,020",0.31,0
1-Mar-19,SMRT,4th Quarter Report,"43,568","5,530",1.36,0
1-Mar-19,KPSCB,4th Quarter Report,"183,933","1,959",1.33,0
1-Mar-19,NPC,4th Quarter Report,"66,419","-13,719",-11.74,0
28-Feb-19,ARMADA,4th Quarter Report,"576,308","-1,262,879",-21.51,0
28-Feb-19,MEGASUN,4th Quarter Report,"2,558",357,0.16,0
28-Feb-19,DAYA,4th Quarter Report,"57,745","-117,559",-5.75,0
28-Feb-19,LONBISC,1st Quarter Report,"109,014","4,953",2.44,0
28-Feb-19,BRAHIMS,4th Quarter Report,"70,219","-93,791",-39.69,0
28-Feb-19,WANGZNG,4th Quarter Report,"71,113","1,839",1.16,0
28-Feb-19,MCT,Other,"182,225","36,579",2.51,0
28-Feb-19,HUAAN,4th Quarter Report,"251,708","14,803",1.32,0
28-Feb-19,MSNIAGA,4th Quarter Report,"49,730","-10,900",-18.05,0
28-Feb-19,PRKCORP,4th Quarter Report,"56,091","-9,235",-9.23,0
28-Feb-19,KSTAR,4th Quarter Report,"29,914","-39,798",-10.45,0
28-Feb-19,PECCA,2nd Quarter Report,"33,675","5,741",3.13,0
28-Feb-19,CONNECT,4th Quarter Report,"18,392","-5,921",-1.8,0
28-Feb-19,FOCUS,4th Quarter Report,"4,207","-2,152",-0.11,0
28-Feb-19,SJC,4th Quarter Report,"4,592","-1,074",-2.65,0
28-Feb-19,PRESBHD,Other,"22,165",487,0.1,0
28-Feb-19,MTDACPI,3rd Quarter Report,"71,554","1,991",0.86,0
28-Feb-19,LBS,4th Quarter Report,"166,828","17,109",0.73,0
28-Feb-19,EDEN,4th Quarter Report,"14,158",-10,0,0
28-Feb-19,AMEDIA,4th Quarter Report,"2,440",-973,-0.41,0
28-Feb-19,AZRB,4th Quarter Report,"266,658","-2,918",-0.49,1
28-Feb-19,SOLUTN,4th Quarter Report,"4,443","-1,080",-0.35,0
28-Feb-19,SNC,4th Quarter Report,"3,447","-1,273",-1.93,0
28-Feb-19,TDM,4th Quarter Report,"104,199","-63,023",-3.75,0
28-Feb-19,AFFIN,4th Quarter Report,"453,558","143,750",7.4,0
28-Feb-19,REACH,4th Quarter Report,"69,297","-29,506",-0.03,0
28-Feb-19,BIMB,4th Quarter Report,"1,121,108","161,385",9.53,0
28-Feb-19,UTUSAN,4th Quarter Report,"34,239","-144,221",-130.24,0
28-Feb-19,PEB,4th Quarter Report,0,-233,-0.34,0
28-Feb-19,ALAM,4th Quarter Report,"31,495","-132,616",-14.3,0
28-Feb-19,CHHB,4th Quarter Report,"32,825","-36,546",-13.36,0
28-Feb-19,SINOTOP,2nd Quarter Report,"29,163",-744,-0.19,0
28-Feb-19,KAWAN,4th Quarter Report,"52,820","6,237",1.73,0
28-Feb-19,RANHILL,4th Quarter Report,"418,161","-4,509",-0.51,2
28-Feb-19,XINGHE,4th Quarter Report,"274,215","-9,253",-0.36,0
28-Feb-19,TALIWRK,4th Quarter Report,"97,930","54,513",2.7,1.2
28-Feb-19,MJPERAK,4th Quarter Report,"4,017","-7,317",-2.85,0
28-Feb-19,YNHPROP,4th Quarter Report,"86,761",420,0.08,0
28-Feb-19,BIOHLDG,4th Quarter Report,"17,313","3,020",0.36,0
28-Feb-19,IKHMAS,4th Quarter Report,"71,492","-29,382",-5.41,0
28-Feb-19,KIMHIN,4th Quarter Report,"100,347","-39,156",-27.92,0
28-Feb-19,KINSTEL,2nd Quarter Report,"31,293","-19,128",-1.84,0
28-Feb-19,CANONE,4th Quarter Report,"322,596","12,954",6.74,4
28-Feb-19,FINTEC,3rd Quarter Report,"5,477","-7,262",-1.38,0
28-Feb-19,BPPLAS,4th Quarter Report,"85,681","6,386",3.4,2
28-Feb-19,WOODLAN,4th Quarter Report,"8,188","2,058",5.14,0
28-Feb-19,GBGAQRS,4th Quarter Report,"108,515","10,953",2.34,0
28-Feb-19,SMCAP,4th Quarter Report,"31,660","-13,963",-6.53,0
28-Feb-19,TEKSENG,4th Quarter Report,"35,645","-6,565",-1.89,0
28-Feb-19,SUNWAY,4th Quarter Report,"1,370,200","192,322",3.96,3.62
28-Feb-19,TPC,4th Quarter Report,"61,948","7,245",3.1,0
28-Feb-19,PASDEC,4th Quarter Report,"39,096","-8,162",-2.02,0
28-Feb-19,GOLDETF,4th Quarter Report,"3,278",0,0.13,0
28-Feb-19,CUSCAPI,4th Quarter Report,"7,498","-9,612",-1.15,0
28-Feb-19,KPS,4th Quarter Report,"171,349","17,429",3.2,0
28-Feb-19,UNIWALL,2nd Quarter Report,"12,653","4,020",1.3,0
28-Feb-19,NICE,2nd Quarter Report,"1,314",-271,-0.08,0
28-Feb-19,AYER,4th Quarter Report,"23,861","8,330",11.13,5
28-Feb-19,RESINTC,3rd Quarter Report,"23,365",222,0.16,0
28-Feb-19,TIMECOM,4th Quarter Report,"262,853","80,811",13.85,20.56
28-Feb-19,LANDMRK,4th Quarter Report,"28,106","-19,711",-3.73,0
28-Feb-19,Y&G,4th Quarter Report,"13,698","4,679",2.35,0
28-Feb-19,QL,3rd Quarter Report,"978,858","69,137",4.26,0
28-Feb-19,WTHORSE,4th Quarter Report,"150,859","-21,758",-9.52,0
28-Feb-19,DPS,3rd Quarter Report,"5,856","-1,083",-0.18,0
28-Feb-19,BPURI,4th Quarter Report,"183,009","-1,269",-0.38,0
28-Feb-19,SALCON,4th Quarter Report,"43,751","7,377",0.89,0
28-Feb-19,KENANGA,4th Quarter Report,"171,368","-12,437",-1.75,0
28-Feb-19,MKLAND,2nd Quarter Report,"45,810","2,169",0.18,0
28-Feb-19,CYMAO,4th Quarter Report,"17,574","-1,339",-1.79,0
28-Feb-19,CGB,4th Quarter Report,"21,077","-3,143",-3.49,0
28-Feb-19,MNRB,3rd Quarter Report,"565,848","-12,504",-3.2,0
28-Feb-19,BERTAM,4th Quarter Report,817,"-3,171",-1.53,0
28-Feb-19,PRIVA,4th Quarter Report,"14,031",17,0,0
28-Feb-19,HTPADU,4th Quarter Report,"79,269","-32,579",-32.18,0
28-Feb-19,GRANFLO,4th Quarter Report,"27,334","2,106",0.44,0
28-Feb-19,BSTEAD,4th Quarter Report,"3,024,700","-455,000",-22.45,0
28-Feb-19,AHEALTH,4th Quarter Report,"163,061","16,804",14.33,7
28-Feb-19,JAKS,4th Quarter Report,"226,762","-12,672",-2.38,0
28-Feb-19,MHCARE,2nd Quarter Report,"10,454","1,170",0.58,0
28-Feb-19,AEM,4th Quarter Report,"15,945","-1,392",-0.46,0
28-Feb-19,TAANN,4th Quarter Report,"237,652","25,674",5.78,0
28-Feb-19,GESHEN,4th Quarter Report,"43,176",-25,-0.68,0
28-Feb-19,KAMDAR,3rd Quarter Report,"29,291",324,0.16,0
28-Feb-19,SEERS,2nd Quarter Report,"2,212","-2,539",-0.99,0
28-Feb-19,PARLO,4th Quarter Report,"55,507",-861,-0.24,0
28-Feb-19,LAMBO,4th Quarter Report,"24,608","3,797",0.2,0
28-Feb-19,PWORTH,2nd Quarter Report,"3,473","-18,503",-0.45,0
28-Feb-19,IRIS,3rd Quarter Report,"42,968","5,168",0.19,0
28-Feb-19,OLYMPIA,4th Quarter Report,"33,859","-5,279",-0.5,0
28-Feb-19,TIENWAH,4th Quarter Report,"87,296","-7,051",-4.87,8
28-Feb-19,WCT,4th Quarter Report,"737,905","3,492",0.25,1.71
28-Feb-19,FSBM,2nd Quarter Report,32,17,0,0
28-Feb-19,PICORP,4th Quarter Report,"25,376",799,0.12,0.35
28-Feb-19,SENDAI,4th Quarter Report,"492,496","19,586",2.51,0
28-Feb-19,PUC,4th Quarter Report,"12,256","2,577",0.16,0
28-Feb-19,ADVENTA,Other,"7,773","-27,427",-17.95,0
28-Feb-19,GSB,3rd Quarter Report,"10,424","-2,302",-0.42,0
28-Feb-19,ASIAFLE,3rd Quarter Report,"79,488","10,675",5.48,4
28-Feb-19,SEEHUP,3rd Quarter Report,"24,665",-599,-0.74,0
28-Feb-19,ADVPKG,4th Quarter Report,"6,439",-58,-0.3,4
28-Feb-19,SUNSURIA,1st Quarter Report,"82,947","10,673",1.34,0
28-Feb-19,PLABS,4th Quarter Report,"23,697","1,087",0.51,0
28-Feb-19,ZELAN,4th Quarter Report,"11,713","4,590",0.54,0
28-Feb-19,MASTEEL,4th Quarter Report,"348,925","-24,868",-5.84,0
28-Feb-19,ARK,4th Quarter Report,65,"-2,297",-4.72,0
28-Feb-19,BARAKAH,Other,"70,252","-21,096",-2.55,0
28-Feb-19,ASIAPLY,4th Quarter Report,"20,291","-1,970",-0.44,0
28-Feb-19,IPMUDA,2nd Quarter Report,"20,379",404,0.55,0
28-Feb-19,INCKEN,4th Quarter Report,635,"-7,968",-2.06,0
28-Feb-19,HBGLOB,4th Quarter Report,"28,182","8,921",1.91,0
28-Feb-19,HEVEA,4th Quarter Report,"126,030","6,893",1.23,1.2
28-Feb-19,HARNLEN,4th Quarter Report,"51,838","-3,703",-2.14,0
28-Feb-19,SCOMI,3rd Quarter Report,"134,181","-22,025",-2.01,0
28-Feb-19,AASIA,4th Quarter Report,"2,673",692,0.1,0
28-Feb-19,JIANKUN,4th Quarter Report,"7,170",554,0.33,0
28-Feb-19,HOKHENG,4th Quarter Report,"7,681",-356,-0.45,0
28-Feb-19,BTECH,4th Quarter Report,"6,717",483,0.19,0.8
28-Feb-19,GLBHD,2nd Quarter Report,"3,391","-3,936",-1.83,0
28-Feb-19,NATWIDE,3rd Quarter Report,"19,052",-928,-0.75,0
28-Feb-19,TADMAX,4th Quarter Report,"51,768","3,248",0.41,0
28-Feb-19,SHCHAN,4th Quarter Report,"7,537","-2,032",-1.54,0
28-Feb-19,HARISON,4th Quarter Report,"403,179","2,172",3.17,0
28-Feb-19,PJBUMI,4th Quarter Report,"1,698",979,1.19,0
28-Feb-19,EATECH,4th Quarter Report,"218,497","-33,431",-6.63,0
28-Feb-19,KSL,4th Quarter Report,"241,305","91,227",8.97,0
28-Feb-19,WILLOW,4th Quarter Report,"36,827","3,723",0.76,1
28-Feb-19,MTRONIC,2nd Quarter Report,"6,792","-1,817",-0.57,0
28-Feb-19,PASUKGB,4th Quarter Report,"11,902","-5,407",-0.67,0
28-Feb-19,MAGNA,4th Quarter Report,"-10,056","-65,856",-19.84,0
28-Feb-19,PERMAJU,4th Quarter Report,"19,277","-1,804",-0.96,0
28-Feb-19,KGROUP,3rd Quarter Report,"11,078",-918,-0.19,0
28-Feb-19,DWL,2nd Quarter Report,"3,915",-970,-0.49,0
28-Feb-19,LSTEEL,4th Quarter Report,"82,188",209,0.16,0
28-Feb-19,PARAMON,4th Quarter Report,"256,769","30,046",7.02,6
28-Feb-19,SCABLE,4th Quarter Report,"216,340","-31,195",-9.84,0
28-Feb-19,EWEIN,4th Quarter Report,"44,180","6,051",2.01,0
28-Feb-19,SEALINK,4th Quarter Report,"37,941","4,282",0.86,0
28-Feb-19,PLS,3rd Quarter Report,"18,969","-3,363",-1.03,0
28-Feb-19,DRBHCOM,3rd Quarter Report,"3,171,514","73,022",3.78,0
28-Feb-19,YOCB,2nd Quarter Report,"58,480","8,256",5.16,2
28-Feb-19,TENAGA,4th Quarter Report,"12,546,800","-134,300",-2.37,23
28-Feb-19,KSENG,4th Quarter Report,"270,422","23,664",6.59,0
28-Feb-19,AIRPORT,4th Quarter Report,"1,251,671","28,096",-0.05,0
28-Feb-19,CAMRES,4th Quarter Report,"52,965","1,466",0.76,0
28-Feb-19,IQGROUP,3rd Quarter Report,"39,625",276,0.31,0
28-Feb-19,BONIA,2nd Quarter Report,"132,245","9,490",1.18,0
28-Feb-19,EPMB,4th Quarter Report,"123,724","-6,026",-3.79,0
28-Feb-19,YBS,3rd Quarter Report,"15,886",498,0.21,0
28-Feb-19,GFM,4th Quarter Report,"33,802","1,692",0.38,0
28-Feb-19,EASTLND,4th Quarter Report,"5,454","-1,694",-0.02,0
28-Feb-19,TURIYA,3rd Quarter Report,"5,124","-1,697",-0.74,0
28-Feb-19,AT,3rd Quarter Report,"4,533","-2,397",-0.52,0
28-Feb-19,BDB,4th Quarter Report,"54,126","-15,571",-5.13,0
28-Feb-19,ITRONIC,4th Quarter Report,"1,559","-1,409",-1.37,0
28-Feb-19,KUCHAI,2nd Quarter Report,372,"-1,848",-1.49,0
28-Feb-19,KLUANG,2nd Quarter Report,"3,739","-8,125",-12.86,0
28-Feb-19,SBAGAN,2nd Quarter Report,"3,493","-5,233",-7.89,0
28-Feb-19,PAM-A40M,2nd Quarter Report,212,0,0.07,0
28-Feb-19,SYCAL,4th Quarter Report,"15,665","1,083",0.27,0
28-Feb-19,LEWEKO,2nd Quarter Report,"9,458",-320,-0.1,0
28-Feb-19,PWF,4th Quarter Report,"90,135","3,294",1.91,1.5
28-Feb-19,PAM-C50,2nd Quarter Report,-594,0,-0.1,0
28-Feb-19,XINHWA,3rd Quarter Report,"33,017","1,047",0.48,0
28-Feb-19,GUH,4th Quarter Report,"81,007","-3,750",-1.37,0
28-Feb-19,EMICO,3rd Quarter Report,"12,722",-461,-0.48,0
28-Feb-19,MMAG,3rd Quarter Report,"17,216","-6,485",-1.03,0
28-Feb-19,THRIVEN,4th Quarter Report,"65,925","2,885",0.58,0
28-Feb-19,AVI,3rd Quarter Report,"25,720","-3,692",-0.43,0
28-Feb-19,OCR,Other,"2,447","-9,706",-3.32,0
28-Feb-19,IRETEX,Other,"2,121","1,597",1.11,0
28-Feb-19,SUNZEN,4th Quarter Report,"76,354","-7,847",-1.55,0
28-Feb-19,PTB,4th Quarter Report,"7,179","-5,887",-3.8,0
28-Feb-19,VSOLAR,2nd Quarter Report,"1,001",-291,-0.08,0
28-Feb-19,HWGB,4th Quarter Report,"38,448","-28,726",-9.36,0
28-Feb-19,SHANG,4th Quarter Report,"135,123",-856,-0.19,12
28-Feb-19,GPHAROS,4th Quarter Report,"21,593",-270,-0.2,0
28-Feb-19,HLT,4th Quarter Report,"41,217","-19,841",-3.88,0
28-Feb-19,BORNOIL,2nd Quarter Report,"23,757","-1,288",-0.02,0
28-Feb-19,BTM,4th Quarter Report,"3,685","-1,438",-1.02,0
28-Feb-19,PSIPTEK,2nd Quarter Report,"8,579",224,0.06,0
28-Feb-19,SYSCORP,2nd Quarter Report,"177,630","-5,910",-0.5,0
28-Feb-19,MIKROMB,2nd Quarter Report,"12,836","1,930",0.45,0
28-Feb-19,EDUSPEC,Other,"5,399","-3,437",-0.34,0
28-Feb-19,SOP,4th Quarter Report,"983,281","6,967",1.22,0
28-Feb-19,ROHAS,4th Quarter Report,"146,926",221,0.03,0
28-Feb-19,SCOPE,2nd Quarter Report,"3,841","-1,053",-0.19,0
28-Feb-19,ACOSTEC,4th Quarter Report,"6,847","-5,514",-3.2,0
28-Feb-19,CME,2nd Quarter Report,"4,368","-1,142",-0.2,0
28-Feb-19,SMETRIC,4th Quarter Report,"11,865",-518,-0.21,0
28-Feb-19,MQTECH,4th Quarter Report,"4,955","-3,318",-0.66,0
28-Feb-19,EVERGRN,4th Quarter Report,"279,095","-8,016",-0.95,0
28-Feb-19,CENSOF,3rd Quarter Report,"15,177",219,0.04,0
28-Feb-19,KIALIM,4th Quarter Report,"10,658","-2,265",-3.66,0
28-Feb-19,PPG,1st Quarter Report,"27,429","5,216",5.4,0
28-Feb-19,EAH,3rd Quarter Report,"9,791",-714,-0.01,0
28-Feb-19,VIVOCOM,4th Quarter Report,"45,098","-60,282",-1.06,0
28-Feb-19,HEKTAR,4th Quarter Report,"33,881","2,631",0.57,2.31
28-Feb-19,ZECON,2nd Quarter Report,"95,509","-5,277",-4.03,0
28-Feb-19,GOB,3rd Quarter Report,"41,925","-19,793",-4.35,0
28-Feb-19,PBA,4th Quarter Report,"79,729","-141,229",-42.67,1.75
28-Feb-19,ILB,4th Quarter Report,"5,843","-70,405",37.1,0
28-Feb-19,KTB,4th Quarter Report,"37,015","-21,244",-5.27,0
28-Feb-19,ABMB,3rd Quarter Report,"418,401","148,932",9.6,0
28-Feb-19,STONE,1st Quarter Report,"11,469",-385,-0.43,0
28-Feb-19,KRONO,4th Quarter Report,"41,895","4,832",1.34,0
28-Feb-19,FGV,4th Quarter Report,"3,233,917","-208,799",-5.7,0
