Date,Stock,Quater,"Revenue(RM,000)","Net_Profit(RM,000)",Earning_Per_Share (Cent),Dividend
28-Aug-19,ANNJOO,2nd Quarter Report,"574,320","-37,751",-7.01,0
28-Aug-19,HEKTAR,2nd Quarter Report,"34,738","9,244",2,2
28-Aug-19,MATANG,4th Quarter Report,"2,296",66,0,0.15
28-Aug-19,ECONBHD,4th Quarter Report,"176,601","23,165",1.73,0.5
28-Aug-19,ICONIC,1st Quarter Report,"2,475","1,311",0.53,0
28-Aug-19,SAB,1st Quarter Report,"142,575","5,181",3.78,0
28-Aug-19,MPI,4th Quarter Report,"345,916","30,058",15.82,0
28-Aug-19,HANDAL,Other,"16,482","-14,675",-7.68,0
28-Aug-19,MCLEAN,2nd Quarter Report,"13,412","-1,178",-0.66,0
28-Aug-19,GMUTUAL,2nd Quarter Report,"15,380","2,508",0.67,0.5
28-Aug-19,MEDIAC,1st Quarter Report,"296,091","9,358",0.54,0
28-Aug-19,XINHWA,1st Quarter Report,"30,730","2,309",1.07,0
28-Aug-19,SBCCORP,1st Quarter Report,"53,787",-303,-0.12,0
28-Aug-19,BENALEC,Other,"6,085","-7,244",-0.86,0
28-Aug-19,FOCUSP,2nd Quarter Report,"45,891","1,683",1.02,1.5
28-Aug-19,THETA,2nd Quarter Report,"8,799","-3,175",-2.96,0
28-Aug-19,ENCORP,2nd Quarter Report,"23,022","-10,097",-3.43,0
28-Aug-19,CHINWEL,4th Quarter Report,"166,225","11,656",3.97,3.35
28-Aug-19,MBWORLD,2nd Quarter Report,"90,360","14,469",9.19,5
28-Aug-19,METFAPA,Other,0,0,-3.73,0
28-Aug-19,CWG,4th Quarter Report,"28,792","1,820",1.44,1.5
28-Aug-19,GSB,1st Quarter Report,"11,775",441,0.08,0
28-Aug-19,IWCITY,2nd Quarter Report,"72,447",-519,-0.06,0
28-Aug-19,GNB,4th Quarter Report,0,-325,-0.11,0
28-Aug-19,METFSID,Other,"5,920",0,6.09,1.99
28-Aug-19,NATWIDE,1st Quarter Report,"17,189","-2,340",-1.9,0
28-Aug-19,EDEN,2nd Quarter Report,"15,420",437,0.11,0
28-Aug-19,MYETFID,Other,807,0,1.58,2.76
28-Aug-19,BSTEAD,2nd Quarter Report,"2,544,100","24,300",1.2,0
28-Aug-19,ADVCON,2nd Quarter Report,"80,268","3,456",0.86,0
28-Aug-19,MYETFDJ,Other,"6,194",0,1.91,2.44
28-Aug-19,SMI,2nd Quarter Report,"16,338","-1,410",-0.67,0
28-Aug-19,UMSNGB,2nd Quarter Report,"16,690","1,021",1.3,0
28-Aug-19,BIPORT,2nd Quarter Report,"179,625","21,671",4.71,4
28-Aug-19,LEONFB,2nd Quarter Report,"169,844","7,494",2.42,0
28-Aug-19,SMCAP,2nd Quarter Report,"36,655","-3,366",-1.57,0
28-Aug-19,T7GLOBAL,2nd Quarter Report,"48,463",91,0.29,0
28-Aug-19,SENDAI,2nd Quarter Report,"379,885","8,369",1.07,0
28-Aug-19,FACBIND,4th Quarter Report,"9,364","-1,663",-1.98,0
28-Aug-19,SMRT,2nd Quarter Report,"30,037","-6,311",-1.55,0
28-Aug-19,DGB,3rd Quarter Report,"2,171","-4,471",-0.59,0
28-Aug-19,ITRONIC,2nd Quarter Report,"4,596",-366,-0.33,0
28-Aug-19,IJM,1st Quarter Report,"1,543,558","59,424",1.64,0
28-Aug-19,TA,2nd Quarter Report,"222,599","-18,534",-1.08,0
28-Aug-19,PARLO,2nd Quarter Report,"45,059",662,0.18,0
28-Aug-19,CNOUHUA,2nd Quarter Report,"4,923",-967,-0.15,0
28-Aug-19,TGL,4th Quarter Report,"49,678","3,690",9.06,8.5
28-Aug-19,FSBM,Other,32,-35,-0.02,0
28-Aug-19,SIMEPROP,2nd Quarter Report,"865,897","205,259",3,1
28-Aug-19,RALCO,2nd Quarter Report,"13,883",-657,-1.42,0
28-Aug-19,YLI,1st Quarter Report,"22,476","-3,800",-3.7,0
28-Aug-19,MYCRON,4th Quarter Report,"152,369","-4,870",-1.49,0
28-Aug-19,FAREAST,2nd Quarter Report,"80,314","7,713",3.9,0.02
28-Aug-19,TAGB,2nd Quarter Report,"180,591","9,027",0.17,0
28-Aug-19,TOPVISN,1st Quarter Report,"10,215","1,208",0.52,0
28-Aug-19,MINETEC,1st Quarter Report,"28,165","-1,221",-0.13,0
28-Aug-19,EKSONS,1st Quarter Report,"2,098","3,105",1.94,0
28-Aug-19,PUC,2nd Quarter Report,"17,639","2,634",0.12,0
28-Aug-19,IREKA,1st Quarter Report,"21,705","-10,266",-5.66,0
28-Aug-19,IJMPLNT,1st Quarter Report,"133,067","-4,776",-0.54,0
28-Aug-19,IQGROUP,1st Quarter Report,"30,428","-3,138",-3.56,0
28-Aug-19,SCICOM,4th Quarter Report,"42,230","4,788",1.35,1
28-Aug-19,BCB,4th Quarter Report,"121,131","21,733",5.44,0
28-Aug-19,EIG,1st Quarter Report,"41,868","3,090",0.91,0
28-Aug-19,CGB,2nd Quarter Report,"26,932",319,0.35,0
28-Aug-19,SMISCOR,2nd Quarter Report,"29,676","-1,858",-4.41,0
28-Aug-19,ASB,2nd Quarter Report,"69,864","-3,811",-0.41,0.25
28-Aug-19,WMG,2nd Quarter Report,"14,615","-3,309",-0.71,0
28-Aug-19,MNRB,1st Quarter Report,"565,278","37,912",5,0
28-Aug-19,GENETEC,1st Quarter Report,"17,420",-956,-2.26,0
28-Aug-19,TURIYA,1st Quarter Report,"4,660",68,0.03,0
28-Aug-19,JERASIA,4th Quarter Report,"123,232","-1,254",-1.53,0
28-Aug-19,INTA,2nd Quarter Report,"118,244","7,321",1.37,0
28-Aug-19,HCK,2nd Quarter Report,"14,408","2,298",0.55,0
28-Aug-19,PBA,2nd Quarter Report,"97,004","16,906",5.11,0
28-Aug-19,SUMATEC,2nd Quarter Report,0,"-1,395",-0.03,0
28-Aug-19,MMSV,2nd Quarter Report,"15,119","2,769",1.39,1
28-Aug-19,SHANG,2nd Quarter Report,"119,850","9,560",2.17,3
28-Aug-19,OCK,2nd Quarter Report,"115,840","6,992",0.8,0
28-Aug-19,SERNKOU,4th Quarter Report,"72,541","2,181",0.91,0
28-Aug-19,PRESTAR,2nd Quarter Report,"112,421","2,064",1.05,0
28-Aug-19,TRC,2nd Quarter Report,"218,936","2,834",0.59,0
28-Aug-19,TAANN,2nd Quarter Report,"216,008","5,141",1.17,0
28-Aug-19,KIALIM,2nd Quarter Report,"10,243",-788,-1.27,0
28-Aug-19,MBL,2nd Quarter Report,"39,271","5,167",5.09,2.5
28-Aug-19,STAR,2nd Quarter Report,"77,725","1,657",0.22,0
28-Aug-19,MERCURY,2nd Quarter Report,"27,775",990,2.46,0
28-Aug-19,KAREX,4th Quarter Report,"89,100","-1,006",-0.1,0
28-Aug-19,YEELEE,2nd Quarter Report,"285,605","4,763",2.49,0
28-Aug-19,CCM,2nd Quarter Report,"92,845","2,993",1.78,0
28-Aug-19,OCR,2nd Quarter Report,"21,142","2,968",0.93,0
28-Aug-19,CHGP,1st Quarter Report,"30,474",429,0.14,0
28-Aug-19,ULICORP,2nd Quarter Report,"45,001",109,0.05,0
28-Aug-19,QL,1st Quarter Report,"993,213","50,551",3.12,0
28-Aug-19,KSSC,2nd Quarter Report,"27,759",335,0.35,0
28-Aug-19,PRTASCO,2nd Quarter Report,"188,621","2,759",0.56,0.6
28-Aug-19,HSPLANT,2nd Quarter Report,"79,976","-4,287",-0.54,0.5
28-Aug-19,SEALINK,2nd Quarter Report,"11,996","-9,574",-1.91,0
28-Aug-19,ILB,2nd Quarter Report,"6,457","-1,359",-0.7,0
28-Aug-19,FGV,2nd Quarter Report,"3,279,337","-52,196",-1.4,0
28-Aug-19,UEMS,2nd Quarter Report,"1,000,568","40,361",0.89,0
28-Aug-19,TM,2nd Quarter Report,"2,768,611","114,184",3.04,0
28-Aug-19,HARNLEN,2nd Quarter Report,"17,849","-11,284",-6.51,0
28-Aug-19,HLFG,4th Quarter Report,"1,341,848","468,702",41,0
28-Aug-19,GUNUNG,2nd Quarter Report,"4,700","-1,112",-0.5,0
28-Aug-19,HLBANK,4th Quarter Report,"1,167,824","636,448",31.11,34
28-Aug-19,HLCAP,4th Quarter Report,"82,488","5,225",2.17,22
28-Aug-19,DATAPRP,1st Quarter Report,"10,104","-2,874",-0.68,0
28-Aug-19,BIMB,2nd Quarter Report,"1,155,893","195,162",11.06,0
27-Aug-19,UMW,2nd Quarter Report,"2,966,016","84,189",7.21,0
27-Aug-19,KAWAN,2nd Quarter Report,"57,212","2,747",0.76,0
27-Aug-19,JETSON,2nd Quarter Report,"42,829",522,0.24,0
27-Aug-19,BJLAND,Other,"1,080,119","-34,500",-0.69,0
27-Aug-19,DWL,4th Quarter Report,"1,572","-2,235",-1.09,0
27-Aug-19,KANGER,2nd Quarter Report,"21,710","3,264",0.36,0
27-Aug-19,LIONFIB,4th Quarter Report,"123,909","3,767",1.65,0
27-Aug-19,SUNWAY,2nd Quarter Report,"1,077,178","246,491",4.72,4.6
27-Aug-19,AFFIN,2nd Quarter Report,"497,927","156,031",7.9,0
27-Aug-19,OCB,2nd Quarter Report,"53,870","-2,144",-2.08,0
27-Aug-19,E&O,1st Quarter Report,"134,588","1,700",0.12,0
27-Aug-19,BCMALL,2nd Quarter Report,"24,436",703,0.17,0
27-Aug-19,PWROOT,1st Quarter Report,"94,228","12,178",3.1,2
27-Aug-19,GPACKET,2nd Quarter Report,"124,326","-9,311",-1,0
27-Aug-19,AWC,4th Quarter Report,"79,760",38,0.01,1
27-Aug-19,CMSB,2nd Quarter Report,"399,174","41,332",3.85,0
27-Aug-19,CHINAETF-USD,2nd Quarter Report,150,0,0.06,0
27-Aug-19,ATAIMS,1st Quarter Report,"836,109","24,572",2.04,0
27-Aug-19,EFFICEN,2nd Quarter Report,825,"-1,699",-0.24,0
27-Aug-19,TIGER,4th Quarter Report,"2,473",179,0.02,0
27-Aug-19,CHINAETF-MYR,2nd Quarter Report,621,0,0.23,0
27-Aug-19,SOLUTN,2nd Quarter Report,"5,179",129,0.04,0
27-Aug-19,GOLDETF,2nd Quarter Report,"4,647",0,0.16,0
27-Aug-19,TSRCAP,4th Quarter Report,"51,744","-28,145",-16.1,0
27-Aug-19,MCOM,1st Quarter Report,"2,838","-2,056",-1.21,0
27-Aug-19,LSTEEL,2nd Quarter Report,"61,751","4,854",0.12,0
27-Aug-19,COCOLND,2nd Quarter Report,"58,784","8,599",3.76,0
27-Aug-19,RAPID,2nd Quarter Report,"7,002",921,0.86,0
27-Aug-19,TIMECOM,2nd Quarter Report,"277,824","92,501",15.85,0
27-Aug-19,SURIA,2nd Quarter Report,"69,977","14,403",4.16,0
27-Aug-19,HUMEIND,4th Quarter Report,"161,187","-27,876",-5.75,0
27-Aug-19,GPHAROS,2nd Quarter Report,"15,403",74,0.05,0
27-Aug-19,HWATAI,2nd Quarter Report,"15,715",-665,-0.89,0
27-Aug-19,PADINI,4th Quarter Report,"516,470","54,436",8.27,2.5
27-Aug-19,SPRITZER,2nd Quarter Report,"94,790","7,856",3.74,0
27-Aug-19,SEM,2nd Quarter Report,"588,779","14,588",1.28,0
27-Aug-19,PESTECH,4th Quarter Report,"285,257","34,216",4.48,0
27-Aug-19,ACOSTEC,2nd Quarter Report,"3,963",26,0.01,0
27-Aug-19,EDARAN,4th Quarter Report,"8,926","-6,513",-11.25,0
27-Aug-19,SHH,4th Quarter Report,"18,802","-1,229",-2.46,0
27-Aug-19,PJBUMI,2nd Quarter Report,"3,252",320,0.39,0
27-Aug-19,MGRC,4th Quarter Report,"7,017","-1,343",-1.3,0
27-Aug-19,AYS,1st Quarter Report,"183,524","1,077",0.28,0
27-Aug-19,MKLAND,4th Quarter Report,"24,798","1,251",0.1,0
27-Aug-19,JIANKUN,2nd Quarter Report,"7,998",136,0.08,0
27-Aug-19,MUDA,2nd Quarter Report,"358,635","10,302",3.38,0
27-Aug-19,JTIASA,4th Quarter Report,"134,108","-91,152",-9.42,0
27-Aug-19,KARYON,1st Quarter Report,"37,698","1,645",0.35,0
27-Aug-19,MERGE,1st Quarter Report,"24,111","-1,411",-2.11,0
27-Aug-19,TTV,1st Quarter Report,"15,500",610,0.17,0
27-Aug-19,BTECH,2nd Quarter Report,"7,002",905,0.36,0.8
27-Aug-19,SEDANIA,2nd Quarter Report,"2,866",754,0.31,0
27-Aug-19,GFM,2nd Quarter Report,"32,812","3,093",0.66,0
27-Aug-19,MJPERAK,2nd Quarter Report,"2,148",259,0.1,0
27-Aug-19,KNUSFOR,2nd Quarter Report,"94,329","3,072",3.09,0
27-Aug-19,YOCB,4th Quarter Report,"55,516","3,128",1.96,2.5
27-Aug-19,NPC,2nd Quarter Report,"49,067","-8,333",-7.13,0
27-Aug-19,IRIS,1st Quarter Report,"72,699","9,378",0.32,0
27-Aug-19,DLADY,2nd Quarter Report,"243,606","17,190",26.9,0
27-Aug-19,FAVCO,2nd Quarter Report,"199,310","16,468",7.43,0
27-Aug-19,EDGENTA,2nd Quarter Report,"595,418","34,356",4.13,6
27-Aug-19,KFIMA,1st Quarter Report,"114,753","10,112",3.59,0
27-Aug-19,MMCCORP,2nd Quarter Report,"1,230,152","67,225",2.2,0
27-Aug-19,TALIWRK,2nd Quarter Report,"89,077","10,712",0.53,1.2
27-Aug-19,ARK,2nd Quarter Report,671,-401,-0.82,0
27-Aug-19,ENGKAH,2nd Quarter Report,"12,125","1,290",1.82,0
27-Aug-19,WTK,2nd Quarter Report,"142,719","-15,881",-3.33,0
27-Aug-19,EITA,3rd Quarter Report,"81,067","6,915",5.32,3
27-Aug-19,WCT,2nd Quarter Report,"450,107","22,697",1.63,0
27-Aug-19,YGL,2nd Quarter Report,"1,709",413,0.18,0
27-Aug-19,TOCEAN,2nd Quarter Report,"5,330",-255,-0.58,0
27-Aug-19,KEN,2nd Quarter Report,"3,073",317,0.18,0
27-Aug-19,OMESTI,1st Quarter Report,"60,019","4,054",0.85,0
27-Aug-19,FITTERS,2nd Quarter Report,"68,634","1,981",0.42,0
27-Aug-19,JASKITA,1st Quarter Report,"8,795",-388,-0.09,0
27-Aug-19,RSAWIT,2nd Quarter Report,"55,972","-15,889",-0.78,0
27-Aug-19,RUBEREX,2nd Quarter Report,"55,641","2,397",0.95,1
27-Aug-19,YONGTAI,4th Quarter Report,"9,979","-62,865",-11.77,0
27-Aug-19,CFM,1st Quarter Report,"7,286",-618,-1.51,0
27-Aug-19,PINEAPP,2nd Quarter Report,"12,824",-523,-1.08,0
27-Aug-19,CABNET,2nd Quarter Report,"14,007",706,0.39,0
27-Aug-19,CSCENIC,2nd Quarter Report,"14,318","1,701",1.41,3
27-Aug-19,PANAMY,1st Quarter Report,"291,400","27,090",45,0
27-Aug-19,REV,2nd Quarter Report,0,-280,-0.21,0
27-Aug-19,KSL,2nd Quarter Report,"195,914","67,778",6.66,0
27-Aug-19,APM,2nd Quarter Report,"358,369","8,560",4.38,5
27-Aug-19,LEBTECH,2nd Quarter Report,"9,563",0,-0.16,0
27-Aug-19,IGBB,2nd Quarter Report,"317,061","32,862",4.82,3
27-Aug-19,WIDAD,2nd Quarter Report,"32,468","5,066",0.21,0
27-Aug-19,PARAGON,2nd Quarter Report,"15,773",170,0.26,0
27-Aug-19,HARBOUR,4th Quarter Report,"139,418",22,0.01,0
27-Aug-19,KTB,2nd Quarter Report,"34,788","-3,536",-0.88,0
27-Aug-19,KERJAYA,2nd Quarter Report,"259,358","35,781",2.9,0
27-Aug-19,INCKEN,2nd Quarter Report,"4,416","-3,044",-0.8,0
27-Aug-19,MPAY,2nd Quarter Report,"3,556","-3,041",-0.43,0
27-Aug-19,SIME,4th Quarter Report,"9,323,000","184,000",2.7,8
27-Aug-19,IDMENSN,4th Quarter Report,"3,961","-15,188",-2.79,0
27-Aug-19,NICE,4th Quarter Report,"3,950",-890,-0.13,0
27-Aug-19,TDM,2nd Quarter Report,"99,539","1,815",-0.31,0
27-Aug-19,PETGAS,2nd Quarter Report,"1,380,220","502,897",25.42,16
27-Aug-19,ABMB,1st Quarter Report,"406,932","76,686",5,0
27-Aug-19,NESTLE,2nd Quarter Report,"1,335,706","156,887",66.9,70
26-Aug-19,KHJB,2nd Quarter Report,"25,652","2,955",0.97,0.5
26-Aug-19,SANICHI,2nd Quarter Report,"3,568","-3,943",-0.66,0
26-Aug-19,SYMLIFE,1st Quarter Report,"64,153","28,169",5.27,0
26-Aug-19,LAYHONG,1st Quarter Report,"202,219","3,864",0.59,0
26-Aug-19,REDTONE,Other,"32,534","6,478",0.84,1
26-Aug-19,SSTEEL,4th Quarter Report,"696,978","-34,850",-8.04,0
26-Aug-19,KSTAR,2nd Quarter Report,"31,703",-468,-0.12,0
26-Aug-19,L&G,1st Quarter Report,"44,407","3,258",0.11,0
26-Aug-19,NADIBHD,2nd Quarter Report,"71,019","6,878",0.91,0.5
26-Aug-19,AEON,2nd Quarter Report,"1,099,486","19,454",1.39,0
26-Aug-19,APOLLO,1st Quarter Report,"40,183","3,217",4.02,0
26-Aug-19,TFP,2nd Quarter Report,"23,647","-1,761",-0.85,0
26-Aug-19,VC,1st Quarter Report,"34,741","-2,829",0.91,0
26-Aug-19,LUSTER,2nd Quarter Report,"35,619","1,069",0.05,0
26-Aug-19,UPA,2nd Quarter Report,"40,172","4,231",5.48,0
26-Aug-19,PDZ,2nd Quarter Report,"1,023",-365,-0.05,0
26-Aug-19,DBE,2nd Quarter Report,"48,014",652,0.02,0
26-Aug-19,OLYMPIA,2nd Quarter Report,"28,577",-917,-0.1,0
26-Aug-19,DKLS,2nd Quarter Report,"60,987","3,540",3.82,0
26-Aug-19,KBUNAI,1st Quarter Report,"13,985","-2,904",-0.05,0
26-Aug-19,AISB,2nd Quarter Report,"1,302",-733,-0.53,0
26-Aug-19,UMS,3rd Quarter Report,"15,690",725,1.78,0
26-Aug-19,JADI,1st Quarter Report,"13,366","-1,487",-0.16,0
26-Aug-19,LEESK,2nd Quarter Report,"22,759","1,559",0.96,0
26-Aug-19,OPENSYS,2nd Quarter Report,"26,561","2,318",0.78,0.25
26-Aug-19,WARISAN,2nd Quarter Report,"113,745","-4,640",-7.13,0
26-Aug-19,QES,2nd Quarter Report,"40,510","-1,528",-0.2,0
26-Aug-19,PESONA,2nd Quarter Report,"172,727","6,548",0.94,0
26-Aug-19,GDEX,4th Quarter Report,"82,289","9,887",0.18,0.25
26-Aug-19,PPHB,2nd Quarter Report,"50,072","5,050",2.68,0
26-Aug-19,METROD,2nd Quarter Report,"764,498",810,0.68,0
26-Aug-19,AEM,2nd Quarter Report,"15,661",-93,-0.03,0
26-Aug-19,HOHUP,2nd Quarter Report,"52,537","4,877",1.3,0
26-Aug-19,DOMINAN,1st Quarter Report,"163,440","3,445",2.08,1.5
26-Aug-19,INNITY,2nd Quarter Report,"35,720",854,0.62,0
26-Aug-19,AHB,Other,"3,317",266,0.15,0
26-Aug-19,PGLOBE,1st Quarter Report,"23,401","2,515",1.35,0
26-Aug-19,HOKHENG,2nd Quarter Report,"6,371",-944,-1.1,0
26-Aug-19,NHFATT,2nd Quarter Report,"72,196","4,314",5.22,0
26-Aug-19,TNLOGIS,1st Quarter Report,"150,030","1,942",0.43,0
26-Aug-19,TONGHER,2nd Quarter Report,"157,950","6,596",4.27,0
26-Aug-19,GREATEC,2nd Quarter Report,"51,004","10,804",2.03,0
26-Aug-19,SDRED,1st Quarter Report,"53,660","3,500",0.82,0
26-Aug-19,WEGMANS,2nd Quarter Report,"19,559","3,016",0.6,0
26-Aug-19,TURBO,2nd Quarter Report,"8,424",28,0.03,0
26-Aug-19,MRCB,2nd Quarter Report,"240,973","11,057",0.25,0
26-Aug-19,UCHITEC,2nd Quarter Report,"39,193","17,275",3.85,0
26-Aug-19,NOVA,4th Quarter Report,"9,626","5,639",1.77,0
26-Aug-19,GOPENG,2nd Quarter Report,"1,093","1,916",0.71,0
26-Aug-19,LIIHEN,2nd Quarter Report,"193,805","18,220",10.12,3.5
26-Aug-19,RHBBANK,2nd Quarter Report,"3,417,352","615,410",15.35,12.5
26-Aug-19,UOADEV,2nd Quarter Report,"344,330","125,088",6.78,0
26-Aug-19,HARISON,2nd Quarter Report,"433,132","6,712",9.8,0
26-Aug-19,CSCSTEL,2nd Quarter Report,"343,752","12,603",3.41,0
23-Aug-19,PECCA,4th Quarter Report,"35,900","2,866",1.56,0
23-Aug-19,ASIABRN,1st Quarter Report,"48,315","4,586",1.97,0
23-Aug-19,DRBHCOM,Other,"3,436,857","46,214",2.39,0
23-Aug-19,WTHORSE,2nd Quarter Report,"128,233","-12,684",-5.56,0
23-Aug-19,JFTECH,4th Quarter Report,"5,083",-656,-0.31,0.5
23-Aug-19,WOODLAN,2nd Quarter Report,"2,287",-784,-1.96,0
23-Aug-19,EWEIN,2nd Quarter Report,"63,613","16,638",5.52,0
23-Aug-19,SOP,2nd Quarter Report,"590,200","1,677",0.29,5
23-Aug-19,BHIC,2nd Quarter Report,"53,930","2,939",1.18,0
23-Aug-19,PHARMA,2nd Quarter Report,"601,890","9,281",3.56,2.5
23-Aug-19,MHCARE,1st Quarter Report,"11,001","1,061",0.53,0
23-Aug-19,XDL,2nd Quarter Report,"129,516","7,909",0.44,0
23-Aug-19,TDEX,Other,"6,939","-3,475",-0.59,0
23-Aug-19,CHEETAH,4th Quarter Report,"64,836","4,593",4,0
23-Aug-19,KIMHIN,2nd Quarter Report,"95,743","-9,892",-7.06,0
23-Aug-19,MGB,2nd Quarter Report,"198,317","4,002",0.81,0
23-Aug-19,TOMYPAK,2nd Quarter Report,"41,060","-2,678",-0.64,0
23-Aug-19,STRAITS,2nd Quarter Report,"125,223","1,819",0.27,0
23-Aug-19,Y&G,2nd Quarter Report,"21,708","2,645",1.33,0
23-Aug-19,AIM,2nd Quarter Report,"1,002","-1,385",-0.57,0
23-Aug-19,KOBAY,4th Quarter Report,"49,752","4,872",4.77,0
23-Aug-19,PETDAG,2nd Quarter Report,"7,606,229","172,751",17.4,14
23-Aug-19,TDEX,Other,"6,936","-3,475",-0.59,0
23-Aug-19,CHOOBEE,2nd Quarter Report,"105,574","2,214",1.69,0
23-Aug-19,MKH,3rd Quarter Report,"266,772","24,149",4.12,0
23-Aug-19,MINDA,2nd Quarter Report,"24,114","-4,498",-0.36,0
23-Aug-19,CAREPLS,2nd Quarter Report,"86,898","-1,961",-0.37,0
23-Aug-19,JAG,2nd Quarter Report,"32,988","-3,741",-0.25,0
23-Aug-19,IBRACO,2nd Quarter Report,"72,151","6,350",1.28,0
23-Aug-19,JHM,2nd Quarter Report,"62,333","7,194",1.29,0.5
23-Aug-19,REACH,2nd Quarter Report,"47,070","-11,386",-0.02,0
23-Aug-19,LTKM,1st Quarter Report,"48,248",510,0.39,0
23-Aug-19,TEKSENG,2nd Quarter Report,"46,116","-3,985",-1.14,0
23-Aug-19,WELLCAL,3rd Quarter Report,"41,609","9,453",1.9,1.4
23-Aug-19,ASIAPAC,1st Quarter Report,"26,310","2,164",0.21,0
23-Aug-19,THRIVEN,2nd Quarter Report,"48,851","3,474",0.64,0
23-Aug-19,OCNCASH,2nd Quarter Report,"23,087","2,170",0.88,0
23-Aug-19,HPMT,2nd Quarter Report,"19,372",400,0.12,0.5
23-Aug-19,DAYANG,2nd Quarter Report,"247,179","55,090",5.71,0
23-Aug-19,TECFAST,2nd Quarter Report,"7,124",777,0.34,0.5
23-Aug-19,CHINHIN,2nd Quarter Report,"250,009","5,109",0.93,0.01
23-Aug-19,MALAKOF,2nd Quarter Report,"1,814,790","52,250",1.07,2.44
23-Aug-19,MASTER,2nd Quarter Report,"50,557","3,481",6.37,2
22-Aug-19,TROP,2nd Quarter Report,"299,454","39,022",2.72,0
22-Aug-19,REX,4th Quarter Report,"36,318","-6,447",-2.61,0
22-Aug-19,ELKDESA,1st Quarter Report,"35,192","9,275",3.13,0
22-Aug-19,EFORCE,2nd Quarter Report,"5,328","1,453",0.34,0
22-Aug-19,GBGAQRS,2nd Quarter Report,"127,991","10,541",2.15,0
22-Aug-19,TASCO,1st Quarter Report,"180,402","1,282",0.64,0
22-Aug-19,PA,4th Quarter Report,"37,288","1,445",0.08,0
22-Aug-19,AAX,2nd Quarter Report,"1,013,468","-207,112",-5,0
22-Aug-19,LBICAP,2nd Quarter Report,"13,957","4,011",4.62,5
22-Aug-19,KHIND,2nd Quarter Report,"100,305","1,645",4.11,0
22-Aug-19,MILUX,2nd Quarter Report,"16,000",-864,-1.59,0
22-Aug-19,DNEX,2nd Quarter Report,"72,198","12,349",0.7,0
22-Aug-19,G3,2nd Quarter Report,"9,000","-1,799",-0.44,0
22-Aug-19,UNIMECH,2nd Quarter Report,"61,879","4,638",3.1,0
22-Aug-19,SCC,2nd Quarter Report,"17,036",904,0.64,0
22-Aug-19,HHHCORP,2nd Quarter Report,"11,653",381,0.12,0
22-Aug-19,HEXZA,4th Quarter Report,"25,842","2,968",1.5,0
22-Aug-19,FARLIM,2nd Quarter Report,"2,539","-1,898",-1.13,0
22-Aug-19,CJCEN,2nd Quarter Report,"136,740","-3,043",-0.78,0
22-Aug-19,DELEUM,2nd Quarter Report,"212,159","8,662",2.16,1.4
22-Aug-19,ZELAN,2nd Quarter Report,"19,967","2,209",0.26,0
22-Aug-19,MPSOL,1st Quarter Report,"5,629",435,0.22,0.25
22-Aug-19,KOSSAN,2nd Quarter Report,"550,533","55,883",4.37,0
22-Aug-19,SALCON,2nd Quarter Report,"58,109","-4,188",-0.51,0
22-Aug-19,AJI,1st Quarter Report,"100,604","13,717",22.56,0
22-Aug-19,PARAMON,2nd Quarter Report,"287,435","28,465",6.57,2
22-Aug-19,OIB,4th Quarter Report,"93,815","14,789",9.55,8
22-Aug-19,PASUKGB,2nd Quarter Report,"7,960","-1,236",-0.15,0
22-Aug-19,JADEM,1st Quarter Report,"2,299","-1,138",-0.9,0
22-Aug-19,TAMBUN,2nd Quarter Report,"40,092","11,602",2.68,0
22-Aug-19,CNI,2nd Quarter Report,"15,610","-2,381",-0.33,0
22-Aug-19,FPI,2nd Quarter Report,"187,366","8,899",3.6,0
22-Aug-19,LYC,1st Quarter Report,"2,686","-1,543",-0.47,0
22-Aug-19,KGB,2nd Quarter Report,"95,078","5,098",1.71,1
22-Aug-19,TSH,2nd Quarter Report,"186,058","6,049",0.44,0
22-Aug-19,MI,2nd Quarter Report,"46,134","17,376",3.48,0
22-Aug-19,M3TECH,2nd Quarter Report,"9,719","-2,125",-0.36,0
22-Aug-19,SEG,2nd Quarter Report,"60,528","9,538",0.77,0
22-Aug-19,LIENHOE,2nd Quarter Report,"5,655","-7,779",-2.33,0
22-Aug-19,HEVEA,2nd Quarter Report,"93,956","1,297",0.23,1
22-Aug-19,SERBADK,2nd Quarter Report,"1,138,621","130,444",8.88,2.7
22-Aug-19,PTRANS,2nd Quarter Report,"30,854","10,443",0.73,0
22-Aug-19,SUNZEN,2nd Quarter Report,"69,716","-1,303",-0.25,0
22-Aug-19,SIGGAS,2nd Quarter Report,0,8,0,0
22-Aug-19,ALLIANZ,2nd Quarter Report,"1,366,015","117,667",66.57,0
22-Aug-19,AEMULUS,3rd Quarter Report,"5,446",-994,-0.18,0
22-Aug-19,ENGTEX,2nd Quarter Report,"254,643",985,0.22,0
22-Aug-19,PERDANA,2nd Quarter Report,"62,842","-5,440",-0.7,0
22-Aug-19,KLUANG,4th Quarter Report,"10,614","-4,163",-6.59,0
22-Aug-19,FIMACOR,1st Quarter Report,"55,870","4,118",1.72,0
22-Aug-19,KOTRA,4th Quarter Report,"39,802","6,525",4.68,0
22-Aug-19,MAGNUM,2nd Quarter Report,"666,403","74,422",5.23,5
22-Aug-19,BPLANT,2nd Quarter Report,"123,948","79,228",3.54,0
22-Aug-19,SCABLE,2nd Quarter Report,"207,002","-1,875",-0.59,0
